landing/analytics/features/advanced-filters/title	Advanced filters	Filtres avancés	Filtros avançados	Filtros avanzados	Filtri avanzati	고급 필터	Дополнительные фильтры	Gelişmiş filtreler	Erweiterte Filter										
landing/analytics/features/advanced-filters/description	Finally understand the traffic on your sites and easily identify sudden changes that are hard to spot.	Comprenez enfin le trafic sur vos sites et identifiez facilement les changements soudains qui sont difficiles à repérer.	Compreenda finalmente o tráfego nos seus sítios e identifique facilmente alterações súbitas que são difíceis de detetar.	Comprenda por fin el tráfico de sus sitios e identifique fácilmente los cambios repentinos que son difíciles de detectar.	Finalmente potrete comprendere il traffico sui vostri siti e identificare facilmente i cambiamenti improvvisi che sono difficili da individuare.	마지막으로 사이트의 트래픽을 파악하고 발견하기 어려운 갑작스러운 변화를 쉽게 파악할 수 있습니다.	Наконец-то можно понять трафик на ваших сайтах и легко выявить внезапные изменения, которые трудно заметить.	Son olarak sitelerinizdeki trafiği anlayın ve fark edilmesi zor olan ani değişiklikleri kolayca belirleyin.	Endlich können Sie den Datenverkehr auf Ihren Websites verstehen und plötzliche Veränderungen, die schwer zu erkennen sind, leicht erkennen.										
landing/analytics/features/performance-comparison/title	Compare results	Comparer les résultats	Comparar resultados	Comparar resultados	Confronta i risultati	결과 비교	Сравнить результаты	Sonuçları karşılaştırın	Ergebnisse vergleichen										
landing/analytics/features/performance-comparison/description	Comparison is key to learn what your users look for. It's natively integrated in our interface.	La comparaison est essentielle pour savoir ce que recherchent vos utilisateurs. Elle est nativement intégrée dans notre interface.	A comparação é fundamental para saber o que os seus utilizadores procuram. Está integrada de forma nativa na nossa interface.	La comparación es clave para saber qué buscan sus usuarios. Está integrada de forma nativa en nuestra interfaz.	Il confronto è fondamentale per capire cosa cercano i vostri utenti. È integrato in modo nativo nella nostra interfaccia.	비교는 사용자가 무엇을 찾는지 파악하는 데 핵심적인 역할을 합니다. 이 기능은 기본적으로 인터페이스에 통합되어 있습니다.	Сравнение - это ключ к изучению того, что ищут ваши пользователи. Оно встроено в наш интерфейс.	Karşılaştırma, kullanıcılarınızın ne aradığını öğrenmenin anahtarıdır. Arayüzümüze doğal olarak entegre edilmiştir.	Der Vergleich ist der Schlüssel, um zu erfahren, wonach Ihre Nutzer suchen. Er ist von Haus aus in unsere Schnittstelle integriert.										
landing/analytics/features/multi-search-engines/title	Google, Bing, Yandex, increase your traffic	Google, Bing, Yandex, augmenter votre trafic	Google, Bing, Yandex, aumentar o seu tráfego	Google, Bing, Yandex, aumentar su tráfico	Google, Bing, Yandex, aumentare il traffico	구글, 빙, 얀덱스, 트래픽 늘리기	Google, Bing, Yandex, увеличение трафика	Google, Bing, Yandex, trafiğinizi artırın	Google, Bing, Yandex, erhöhen Sie Ihren Traffic										
landing/analytics/features/multi-search-engines/description	Being indexed on multiple search engines can radically increase your traffic. We make that easy for you.	Le fait d'être indexé sur plusieurs moteurs de recherche peut radicalement augmenter votre trafic. Nous vous facilitons la tâche.	Estar indexado em vários motores de busca pode aumentar radicalmente o seu tráfego. Nós facilitamos-lhe essa tarefa.	Estar indexado en múltiples buscadores puede aumentar radicalmente su tráfico. Nosotros se lo ponemos fácil.	Essere indicizzati su più motori di ricerca può aumentare radicalmente il vostro traffico. Noi vi facilitiamo il compito.	여러 검색 엔진에 색인화되면 트래픽이 급격히 증가할 수 있습니다. 저희는 이를 쉽게 만들어 드립니다.	Индексация в нескольких поисковых системах может радикально увеличить ваш трафик. Мы делаем это для вас легко.	Birden fazla arama motorunda indekslenmek trafiğinizi radikal bir şekilde artırabilir. Biz bunu sizin için kolaylaştırıyoruz.	Die Indizierung in mehreren Suchmaschinen kann Ihre Besucherzahlen radikal erhöhen. Wir machen das für Sie einfach.										
analytics/toast/maintenance	Analytics is currently under maintenance. It will be back shortly. In the meantime, you can use indexation to index all your pages ⚡️	Le service d'analyse est actuellement en cours de maintenance. Il sera rétabli sous peu. En attendant, vous pouvez utiliser l'indexation pour indexer toutes vos pages ⚡️	O Analytics está atualmente em manutenção. Voltará em breve. Entretanto, pode utilizar a indexação para indexar todas as suas páginas ⚡️	Analytics está actualmente en mantenimiento. Volverá en breve. Mientras tanto, puede utilizar la indexación para indexar todas sus páginas ⚡️	Analytics è attualmente in manutenzione. Tornerà a breve. Nel frattempo, è possibile utilizzare l'indicizzazione per indicizzare tutte le pagine ⚡️.	애널리틱스는 현재 점검 중입니다. 곧 복구될 예정입니다. 그 동안 인덱싱을 사용하여 모든 페이지를 색인화할 수 있습니다(⚡️).	Аналитика в настоящее время находится на техническом обслуживании. В ближайшее время она будет восстановлена. Тем временем вы можете использовать индексацию для индексации всех ваших страниц ⚡️.	Analytics şu anda bakım altındadır. Kısa süre içinde geri dönecektir. Bu arada, tüm sayfalarınızı indekslemek için indekslemeyi kullanabilirsiniz ⚡️	Analytics wird derzeit gewartet. Es wird in Kürze wieder verfügbar sein. In der Zwischenzeit können Sie die Indexierung nutzen, um alle Ihre Seiten zu indexieren ⚡️										
indexation/stats/indexing/title	Historical	Indexation en cours	Indexação pendente	Indexación pendiente	Indicizzazione in corso	인덱싱 보류 중	Исторический	Tarihsel	Historisch										
settings/update-sitemap/title	Update your sitemap	Mettez à jour votre plan du site	Atualizar o mapa do site	Actualice el mapa del sitio	Aggiornare la mappa del sito	사이트맵 업데이트	Обновление карты сайта	Site haritanızı güncelleyin	Aktualisieren Sie Ihre Sitemap										
settings/update-sitemap/description	If you wish to use another sitemap, we invite you to add it to Foudroyer by clicking on the button below.	Si vous souhaitez utiliser un autre plan du site, nous vous invitons à l'ajouter à Foudroyer en cliquant sur le bouton ci-dessous.	Se desejar utilizar outro mapa do sítio, convidamo-lo a adicioná-lo ao Foudroyer clicando no botão abaixo.	Si desea utilizar otro mapa del sitio, le invitamos a añadirlo a Foudroyer haciendo clic en el botón de abajo.	Se desiderate utilizzare un'altra sitemap, vi invitiamo ad aggiungerla a Foudroyer cliccando sul pulsante sottostante.	다른 사이트맵을 사용하려면 아래 버튼을 클릭하여 Foudroyer에 추가하세요.	Если вы хотите использовать другую карту сайта, мы предлагаем вам добавить ее в Foudroyer, нажав на кнопку ниже.	Başka bir site haritası kullanmak isterseniz, sizi aşağıdaki düğmeye tıklayarak Foudroyer'e eklemeye davet ediyoruz.	Wenn Sie eine andere Sitemap verwenden möchten, laden wir Sie ein, diese zu Foudroyer hinzuzufügen, indem Sie auf die Schaltfläche unten klicken.										
settings/update-sitemap/cta	Update the sitemap	Mettre à jour le plan du site	Atualizar o mapa do site	Actualizar el mapa del sitio	Aggiornare la mappa del sito	사이트맵 업데이트	Обновление карты сайта	Site haritasını güncelleyin	Aktualisierung der Sitemap										
settings/update-sitemap/synchronize	Synchronize	Synchroniser	Sincronizar	Sincronice	Sincronizzare	동기화	Синхронизация	Senkronize et	Synchronisieren										
settings/update-sitemap/last-update	Last updated	Dernière mise à jour	Última atualização	Última actualización	Ultimo aggiornamento	마지막 업데이트	Последнее обновление	Son güncelleme	Zuletzt aktualisiert										
settings/update-sitemap/synchronizing	Syncing in progress...	Synchronisation en cours...	Sincronização em curso...	Sincronización en curso...	Sincronizzazione in corso...	동기화 진행 중...	Выполняется синхронизация...	Senkronizasyon devam ediyor...	Synchronisierung im Gange...										
modal/add-website/no-more-websites	You have no more websites to add.	Vous n'avez plus de sites web à ajouter.	Não tem mais sítios Web para adicionar.	No tiene más sitios web que añadir.	Non ci sono altri siti web da aggiungere.	더 이상 추가할 웹사이트가 없습니다.	У вас больше нет сайтов для добавления.	Ekleyecek başka web siteniz yok.	Sie haben keine weiteren Websites hinzuzufügen.										
keywords/add-keyword-modal/title	Create Keyword	Créer un mot-clé	Criar palavra-chave	Crear palabra clave	Creare una parola chiave	키워드 생성	Создать ключевое слово	Anahtar Kelime Oluştur	Schlüsselwort erstellen										
keywords/add-keyword-modal/description	Select a keyword to add to your list. You can create multiple keywords at once by separating them with commas.	Sélectionnez un mot-clé à ajouter à votre liste. Vous pouvez créer plusieurs mots-clés à la fois en les séparant par des virgules.	Seleccione uma palavra-chave para adicionar à sua lista. Pode criar várias palavras-chave de uma só vez, separando-as por vírgulas.	Seleccione una palabra clave para añadirla a su lista. Puede crear varias palabras clave a la vez separándolas con comas.	Selezionare una parola chiave da aggiungere all'elenco. È possibile creare più parole chiave contemporaneamente separandole con delle virgole.	목록에 추가할 키워드를 선택합니다. 쉼표로 구분하여 한 번에 여러 개의 키워드를 만들 수 있습니다.	Выберите ключевое слово для добавления в список. Можно создать сразу несколько ключевых слов, разделяя их запятыми.	Listenize eklemek için bir anahtar kelime seçin. Virgülle ayırarak aynı anda birden fazla anahtar kelime oluşturabilirsiniz.	Wählen Sie ein Stichwort aus, das Sie Ihrer Liste hinzufügen möchten. Sie können mehrere Schlüsselwörter auf einmal erstellen, indem Sie sie durch Kommas trennen.										
keywords/add-keyword-modal/input/placeholder	foudroyer, foudroyer seo...	foudroyer, foudroyer seo...	foudroyer, foudroyer seo...	foudroyer, foudroyer seo...	foudroyer, foudroyer seo...	foudroyer, foudroyer seo...	foudroyer, foudroyer seo...	foudroyer, foudroyer seo...	foudroyer, foudroyer seo...										
keywords/add-keyword-modal/input/add	Add	Ajouter	Adicionar	Añadir	Aggiungi	추가	Добавить	Ekle	hinzufügen										
keywords/add-keyword-modal/cta/cancel	Cancel	Annuler	Cancelar	Cancelar	Annullamento	취소	Отмена	İptal	Abbrechen										
keywords/add-keyword-modal/cta/submit	Submit	Soumettre	Enviar	Enviar	Invia	제출	Отправить	Gönder	Einreichen										
keywords/add-keyword-modal/loader	Adding keywords in progress...	Ajout de mots-clés en cours...	Adição de palavras-chave em curso...	Añadiendo palabras clave en curso...	Aggiunta di parole chiave in corso...	키워드 추가 진행 중...	Добавление ключевых слов в процессе...	Anahtar kelime ekleme işlemi devam ediyor...	Hinzufügen von Schlüsselwörtern in Arbeit...										
keywords/add-keyword-button	Add keywords	Ajouter des mots-clés	Adicionar palavras-chave	Añadir palabras clave	Aggiungi parole chiave	키워드 추가	Добавить ключевые слова	Anahtar kelimeler ekleyin	Schlüsselwörter hinzufügen										
keywords/filter/no-filter	No Filter	Pas de filtre	Sem filtro	Sin filtro	Nessun filtro	필터 없음	Нет фильтра	Filtre Yok	Kein Filter										
landing/keywords/description	The first application that lets you track all your keywords, without limits, on Google, Yandex and bing.	La première application qui vous permet de suivre tous vos mots-clés, sans limites, sur Google, Yandex et bing.	A primeira aplicação que lhe permite seguir todas as suas palavras-chave, sem limites, no Google, Yandex e bing.	La primera aplicación que te permite rastrear todas tus palabras clave, sin límites, en Google, Yandex y bing.	La prima applicazione che vi permette di monitorare tutte le vostre parole chiave, senza limiti, su Google, Yandex e Bing.	구글, 얀덱스, 빙에서 모든 키워드를 제한 없이 추적할 수 있는 최초의 애플리케이션입니다.	Первое приложение, позволяющее отслеживать все ваши ключевые слова, без ограничений, в Google, Yandex и bing.	Google, Yandex ve bing üzerinde tüm anahtar kelimelerinizi sınırsız olarak takip etmenizi sağlayan ilk uygulama.	Die erste Anwendung, mit der Sie alle Ihre Keywords bei Google, Yandex und Bing verfolgen können, ohne Einschränkungen.										
landing/keywords/title	<b>Keywords</b> track your ranking instantly	<b>Mots clés</b> Suivez votre classement instantanément	<b>Palavras-chave</b> acompanhe a sua classificação instantaneamente	<b>Palabras clave</b> sigue tu ranking al instante	<b>Parole chiave</b> traccia il vostro ranking istantaneamente	<b>키워드로</b> 순위를 즉시 추적하세요.	<b>Кейвордс</b> мгновенно отслеживает ваше ранжирование	<b>Anahtar kelimeler</b> sıralamanızı anında takip edin	<b>Schlüsselwörter</b> verfolgen Sie Ihr Ranking sofort										
seo/keywords/title	Keywords • Follow all your keywords position on all search engines	Mots clés - Suivez la position de vos mots clés sur tous les moteurs de recherche.	Palavras-chave - Siga a posição de todas as suas palavras-chave em todos os motores de busca	Palabras clave - Siga todas sus palabras clave posición en todos los motores de búsqueda	Parole chiave - Seguite la posizione di tutte le vostre parole chiave su tutti i motori di ricerca	키워드 - 모든 검색 엔진에서 모든 키워드 위치를 추적합니다.	Ключевые слова - Отслеживание позиций ключевых слов во всех поисковых системах	Anahtar Kelimeler - Tüm anahtar kelimelerinizin tüm arama motorlarındaki konumunu takip edin	Schlüsselwörter - Verfolgen Sie die Position Ihrer Schlüsselwörter in allen Suchmaschinen										
seo/keywords/description	With Foudroyer Keywords, you can track all your keywords from all search engines in all place for free.	Avec Foudroyer Keywords, vous pouvez suivre tous vos mots-clés à partir de tous les moteurs de recherche en tout lieu et gratuitement.	Com o Foudroyer Keywords, pode acompanhar gratuitamente todas as suas palavras-chave de todos os motores de busca em qualquer lugar.	Con Foudroyer Keywords, puede rastrear todas sus palabras clave de todos los motores de búsqueda en todos los lugares de forma gratuita.	Con Foudroyer Keywords, potete monitorare gratuitamente tutte le vostre parole chiave da tutti i motori di ricerca in ogni luogo.	Foudroyer 키워드를 사용하면 모든 검색 엔진의 모든 키워드를 모든 장소에서 무료로 추적할 수 있습니다.	С помощью Foudroyer Keywords вы можете бесплатно отслеживать все свои ключевые слова из всех поисковых систем в любом месте.	Foudroyer Keywords ile tüm anahtar kelimelerinizi tüm arama motorlarından her yerde ücretsiz olarak takip edebilirsiniz.	Mit Foudroyer Keywords können Sie alle Ihre Keywords von allen Suchmaschinen an jedem Ort kostenlos verfolgen.										
keywords/add/success	Your keywords have been added successfully	Vos mots-clés ont été ajoutés avec succès	As suas palavras-chave foram adicionadas com sucesso	Sus palabras clave se han añadido correctamente	Le parole chiave sono state aggiunte con successo	키워드가 성공적으로 추가되었습니다.	Ваши ключевые слова были успешно добавлены	Anahtar kelimeleriniz başarıyla eklendi	Ihre Schlüsselwörter wurden erfolgreich hinzugefügt										
google/cloud/api-key/indexing-api-not-activated	In Google Cloud Console, you haven't activated Indexing API as shown in the video.	Dans Google Cloud Console, vous n'avez pas activé l'API d'indexation comme indiqué dans la vidéo.	Na Consola Google Cloud, não activou a API de indexação, conforme mostrado no vídeo.	En Google Cloud Console, no has activado Indexing API como se muestra en el vídeo.	In Google Cloud Console, non è stata attivata l'API di indicizzazione come mostrato nel video.	Google Cloud 콘솔에서 동영상에 표시된 대로 인덱싱 API를 활성화하지 않았습니다.	В Google Cloud Console вы не активировали Indexing API, как показано в видеоролике.	Google Cloud Console'da, videoda gösterildiği gibi Dizin Oluşturma API'sini etkinleştirmediniz.	In der Google Cloud Console haben Sie die Indizierungs-API nicht aktiviert, wie im Video gezeigt.										
landing/keywords/features/title	Foudroyer Keywords	Foudroyer Keywords	Foudroyer Keywords	Foudroyer Keywords	Foudroyer Keywords	Foudroyer Keywords	Ключевые слова Foudroyer	Foudroyer Anahtar Kelimeler	Foudroyer Schlüsselwörter										
landing/keywords/features/label	Follow your favorite keywords.	Suivez vos mots-clés préférés.	Siga as suas palavras-chave favoritas.	Sigue tus palabras clave favoritas.	Seguite le vostre parole chiave preferite.	좋아하는 키워드를 팔로우하세요.	Следите за своими любимыми ключевыми словами.	Favori anahtar kelimelerinizi takip edin.	Verfolgen Sie Ihre bevorzugten Schlüsselwörter.										
landing/keywords/features/description	It has never been easier to follow your keywords thanks to Foudroyer!	Il n'a jamais été aussi facile de suivre ses mots-clés grâce à Foudroyer !	Nunca foi tão fácil seguir as suas palavras-chave graças ao Foudroyer!	¡Nunca ha sido tan fácil seguir tus palabras clave gracias a Foudroyer!	Seguire le parole chiave non è mai stato così facile grazie a Foudroyer!	Foudroyer 덕분에 키워드를 팔로우하는 것이 그 어느 때보다 쉬워졌습니다!	Благодаря Foudroyer следить за своими ключевыми словами стало еще проще!	Foudroyer sayesinde anahtar kelimelerinizi takip etmek hiç bu kadar kolay olmamıştı!	Dank Foudroyer war es noch nie so einfach, Ihre Schlüsselwörter zu verfolgen!										
landing/keywords/features/follow-exact-position/title	The exact position of your keywords.	La position exacte de vos mots-clés.	A posição exacta das suas palavras-chave.	La posición exacta de sus palabras clave.	La posizione esatta delle parole chiave.	키워드의 정확한 위치.	Точная позиция ваших ключевых слов.	Anahtar kelimelerinizin tam konumu.	Die genaue Position Ihrer Schlüsselwörter.										
landing/keywords/features/follow-exact-position/description	Directly connected to search engines, Foudroyer gives you exact and precise positions.	Directement connecté aux moteurs de recherche, Foudroyer vous donne des positions exactes et précises.	Diretamente ligado aos motores de busca, o Foudroyer dá-lhe posições exactas e precisas.	Directamente conectado a los motores de búsqueda, Foudroyer le ofrece posiciones exactas y precisas.	Direttamente collegato ai motori di ricerca, Foudroyer vi offre posizioni esatte e precise.	검색 엔진에 직접 연결된 Foudroyer는 정확하고 정밀한 위치를 제공합니다.	Напрямую связанный с поисковыми системами, Foudroyer обеспечивает точные и четкие позиции.	Arama motorlarına doğrudan bağlı olan Foudroyer, size tam ve kesin pozisyonlar verir.	Foudroyer ist direkt mit den Suchmaschinen verbunden und liefert Ihnen genaue und präzise Positionen.										
landing/keywords/features/add-keywords-easily/title	Simplified addition.	Ajout simplifié.	Adição simplificada.	Suma simplificada.	Addizione semplificata.	단순화된 추가.	Упрощенное сложение.	Basitleştirilmiş toplama.	Vereinfachte Addition.										
landing/keywords/features/add-keywords-easily/description	One or more words to add? Do it in just 4 seconds flat.	Un ou plusieurs mots à ajouter ? Faites-le en seulement 4 secondes.	Tem uma ou mais palavras a acrescentar? Faça-o em apenas 4 segundos.	¿Quiere añadir una o varias palabras? Hágalo en sólo 4 segundos.	Una o più parole da aggiungere? Fatelo in soli 4 secondi netti.	추가할 단어가 하나 이상 있으신가요? 단 4초 만에 완성할 수 있습니다.	Нужно добавить одно или несколько слов? Сделайте это всего за 4 секунды.	Ekleyeceğiniz bir veya daha fazla kelime mi var? Sadece 4 saniye içinde yapın.	Sie möchten ein oder mehrere Wörter hinzufügen? Erledigen Sie das in nur 4 Sekunden.										
landing/keywords/features/keyword-detailed-view/title	Detailed view of the positions.	Vue détaillée des positions.	Vista pormenorizada das posições.	Vista detallada de las posiciones.	Vista dettagliata delle posizioni.	포지션의 상세 보기.	Детальный просмотр позиций.	Pozisyonların detaylı görünümü.	Detaillierte Ansicht der Positionen.										
landing/keywords/features/keyword-detailed-view/description	Click on a word and discover its detailed results that you won't be able to do without.	Cliquez sur un mot et découvrez ses résultats détaillés dont vous ne pourrez plus vous passer.	Clique numa palavra e descubra os resultados detalhados que não pode dispensar.	Haz clic en una palabra y descubre sus resultados detallados de los que no podrás prescindir.	Cliccate su una parola e scoprite i risultati dettagliati di cui non potrete più fare a meno.	단어를 클릭하면 해당 단어에 대한 자세한 결과를 확인할 수 있습니다.	Щелкните на слове и получите подробные результаты, без которых вам не обойтись.	Bir kelimeye tıklayın ve onsuz yapamayacağınız ayrıntılı sonuçlarını keşfedin.	Klicken Sie auf ein Wort und entdecken Sie die detaillierten Ergebnisse, auf die Sie nicht mehr verzichten können.										
settings/danger/title	Danger Zone	Zone de danger	Zona de perigo	Zona de peligro	Zona di pericolo	위험 구역	Опасная зона	Tehlike Bölgesi	Gefahrenzone										
settings/danger/description	In this section, you can carry out dangerous actions on your website. Be careful where you click.	Dans cette section, vous pouvez effectuer des actions dangereuses sur votre site web. Faites attention à l'endroit où vous cliquez.	Nesta secção, pode realizar acções perigosas no seu sítio Web. Tenha cuidado onde clica.	En esta sección puede realizar acciones peligrosas en su sitio web. Tenga cuidado con dónde hace clic.	In questa sezione è possibile eseguire azioni pericolose sul proprio sito web. Fate attenzione a dove cliccate.	이 섹션에서는 웹사이트에서 위험한 작업을 수행할 수 있습니다. 클릭하는 위치에 주의하세요.	В этом разделе можно выполнять опасные действия на вашем сайте. Будьте осторожны при нажатии.	Bu bölümde, web sitenizde tehlikeli eylemler gerçekleştirebilirsiniz. Nereye tıkladığınıza dikkat edin.	In diesem Bereich können Sie gefährliche Aktionen auf Ihrer Website durchführen. Seien Sie vorsichtig, wo Sie klicken.										
settings/danger/delete-website	Delete website	Supprimer le site web	Eliminar o sítio Web	Borrar sitio web	Cancellare il sito web	웹사이트 삭제	Удалить сайт	Web sitesini sil	Website löschen										
settings/danger/delete-website/validation	Are you sure ?	Êtes-vous sûr ?	Tem a certeza?	¿Seguro?	Sei sicuro?	확실하신가요?	Вы уверены?	Emin misin?	Sind Sie sicher?										
notifications/website-removed	The website has been removed.	Le site web a été supprimé.	O sítio Web foi retirado.	El sitio web ha sido eliminado.	Il sito web è stato rimosso.	해당 웹사이트가 삭제되었습니다.	Сайт был удален.	Web sitesi kaldırılmıştır.	Die Website wurde entfernt.										
create-modal/need-help	Need help ?	Besoin d'aide ?	Precisa de ajuda?	¿Necesita ayuda?	Avete bisogno di aiuto?	도움이 필요하세요?	Нужна помощь?	Yardım lazım mı?	Brauchen Sie Hilfe?										
modal/source-not-found/title	Insufficient rights	Droits insuffisants	Direitos insuficientes	Derechos insuficientes	Diritti insufficienti	권한 부족	Недостаточность прав	Yetersiz haklar	Unzureichende Rechte										
modal/source-not-found/submit	Understood	Compris	Entendido	Entendido	Capito	이해됨	Понятно	Anlaşıldı	Verstanden										
indexation/filter/submitted/hide	Hide all pages submited this week	Cacher toutes les pages soumises cette semaine	Ocultar todas as páginas submetidas esta semana	Ocultar todas las páginas enviadas esta semana	Nascondi tutte le pagine inviate questa settimana	이번 주에 제출된 모든 페이지 숨기기	Скрыть все страницы, отправленные на этой неделе	Bu hafta gönderilen tüm sayfaları gizle	Alle in dieser Woche eingereichten Seiten ausblenden										
indexation/filter/submitted/show	Show all pages submited	Afficher toutes les pages soumises	Mostrar todas as páginas submetidas	Mostrar todas las páginas enviadas	Mostra tutte le pagine inviate	제출된 모든 페이지 표시	Показать все отправленные страницы	Gönderilen tüm sayfaları göster	Alle eingereichten Seiten anzeigen										
indexation/index-all/button	Index everything	Tout indexer	Indexar tudo	Indexar todo	Indicizzare tutto	모든 것을 색인화	Индекс все	Her şeyi indeksle	Index alles										
marketing/pricing/label	Become premium	Devenir premium	Tornar-se premium	Ser premium	Diventare premium	프리미엄으로 전환	Стать премиальным	Premium olun	Premium werden										
marketing/pricing/title	Satisfied or Refunded	Satisfait ou remboursé	Satisfeito ou reembolsado	Satisfecho o Reembolsado	Soddisfatti o rimborsati	만족 또는 환불	Удовлетворено или отклонено	Tatmin Edildi veya İade Edildi	Zufriedenstellend oder zurückerstattet										
marketing/pricing/description	Subscribe for Ultra-Fast Indexing Like Never Before! We're so confident in our service that if you're not fully satisfied, you get your money back, no fuss.	Abonnez-vous pour une indexation ultra-rapide comme jamais auparavant ! Nous avons tellement confiance en notre service que si vous n'êtes pas entièrement satisfait, vous êtes remboursé, sans problème.	Subscreva para obter uma indexação ultra-rápida como nunca antes! Estamos tão confiantes no nosso serviço que, se não ficar totalmente satisfeito, recebe o seu dinheiro de volta, sem problemas.	¡Suscríbase para una indexación ultrarrápida como nunca antes! Estamos tan seguros de nuestro servicio que si no queda plenamente satisfecho, le devolvemos su dinero sin ningún problema.	Abbonatevi per un'indicizzazione ultraveloce come mai prima d'ora! Siamo così sicuri del nostro servizio che se non siete pienamente soddisfatti, vi restituiamo i soldi, senza problemi.	전에 없던 초고속 인덱싱을 구독하세요! 저희는 서비스에 대한 확신이 있기 때문에 완전히 만족하지 않으시면 번거로움 없이 전액 환불해 드립니다.	Подпишитесь на ультрабыструю индексацию, как никогда раньше! Мы настолько уверены в нашем сервисе, что если вы не будете полностью удовлетворены, вы получите свои деньги обратно без лишних хлопот.	Daha Önce Hiç Olmadığı Kadar Ultra Hızlı İndeksleme için Abone Olun! Hizmetimize o kadar güveniyoruz ki, tamamen memnun kalmazsanız, paranızı geri alırsınız, telaş yok.	Abonnieren Sie eine ultraschnelle Indexierung wie nie zuvor! Wir sind von unserem Service so überzeugt, dass Sie Ihr Geld zurückbekommen, wenn Sie nicht zufrieden sind - ohne Wenn und Aber.										
marketing/pricing/free/label	Beginners	Débutants	Iniciantes	Principiantes	Principianti	초보자	Начинающим	Yeni Başlayanlar	Anfänger										
marketing/pricing/free/month	/month	/mois	/mês	/mes	/mese	/월	/месяц	/ay	/Monat										
marketing/pricing/free/description	You're new to seo and don't need to index thousands of pages. Start slowly, but surely.	Vous êtes novice en matière de référencement et n'avez pas besoin d'indexer des milliers de pages. Commencez lentement, mais sûrement.	É novo em SEO e não precisa de indexar milhares de páginas. Comece devagar, mas com segurança.	Eres nuevo en seo y no necesitas indexar miles de páginas. Empieza poco a poco, pero con seguridad.	Siete alle prime armi con la seo e non avete bisogno di indicizzare migliaia di pagine. Iniziate lentamente, ma con costanza.	서를 처음 사용하는 경우 수천 페이지의 색인을 생성할 필요는 없습니다. 천천히, 하지만 확실하게 시작하세요.	Вы новичок в seo, и вам не нужно индексировать тысячи страниц. Начинайте медленно, но верно.	Seo'da yenisiniz ve binlerce sayfayı indekslemenize gerek yok. Yavaş ama emin adımlarla başlayın.	Sie sind ein Neuling im Bereich SEO und müssen nicht Tausende von Seiten indexieren. Beginnen Sie langsam, aber sicher.										
marketing/pricing/free/cta	Try for free	Essai gratuit	Experimentar gratuitamente	Pruébelo gratis	Prova gratis	무료 체험	Попробуйте бесплатно	Ücretsiz deneyin	Kostenlos ausprobieren										
marketing/pricing/premium/label	Professionals	Professionnels	Profissionais	Profesionales	Professionisti	전문가	Профессионалы	Profesyoneller	Fachleute										
marketing/pricing/premium/month	/month	/mois	/mês	/mes	/mese	/월	/месяц	/ay	/Monat										
marketing/pricing/premium/description	Are you a seo professional who manages large sites and wants to save weeks of work?	Vous êtes un professionnel du référencement qui gère de grands sites et vous voulez économiser des semaines de travail ?	É um profissional de SEO que gere grandes sites e quer poupar semanas de trabalho?	¿Eres un profesional de SEO que gestiona sitios web de gran tamaño y quieres ahorrarte semanas de trabajo?	Siete professionisti seo che gestiscono siti di grandi dimensioni e volete risparmiare settimane di lavoro?	대규모 사이트를 관리하고 몇 주간의 작업을 절약하고 싶은 SEO 전문가이신가요?	Вы являетесь seo-профессионалом, управляющим крупными сайтами, и хотите сэкономить несколько недель работы?	Büyük siteleri yöneten ve haftalarca çalışmaktan tasarruf etmek isteyen bir seo uzmanı mısınız?	Sind Sie ein SEO-Profi, der große Websites verwaltet und sich wochenlange Arbeit sparen möchte?										
marketing/pricing/premium/cta	Subscribe	S'abonner	Subscrever	Suscríbase a	Abbonarsi	구독	Подписаться	Abone Olun	Abonnieren										
marketing/pricing/on-demand/label	Customized	Sur mesure	Personalizado	Personalizado	Personalizzato	맞춤형	Под заказ	Özelleştirilmiş	Kundenspezifisch										
marketing/pricing/on-demand/description	Have a specific need? Let us know, we'd be delighted to help.	Vous avez un besoin spécifique ? N'hésitez pas à nous contacter, nous serons ravis de vous aider.	Tem uma necessidade específica? Diga-nos, teremos todo o gosto em ajudar.	¿Tiene alguna necesidad específica? Háganoslo saber, estaremos encantados de ayudarle.	Avete un'esigenza specifica? Fatecelo sapere, saremo lieti di aiutarvi.	특별한 요구사항이 있으신가요? 알려주시면 기꺼이 도와드리겠습니다.	У вас есть конкретная потребность? Сообщите нам, мы будем рады помочь.	Özel bir ihtiyacınız mı var? Bize bildirin, yardımcı olmaktan memnuniyet duyarız.	Haben Sie einen speziellen Bedarf? Lassen Sie es uns wissen, wir helfen Ihnen gerne.										
marketing/pricing/on-demand/cta	Contact us	Contactez nous	Contactar-nos	Póngase en contacto con nosotros	Contattateci	문의하기	Свяжитесь с нами	Bize ulaşın	Kontakt										
indexation/auto/settings/sources/title	Which search engines to index automatically?	Quels moteurs de recherche indexer automatiquement ?	Que motores de busca indexar automaticamente?	¿Qué motores de búsqueda indexar automáticamente?	Quali motori di ricerca indicizzare automaticamente?	자동으로 색인을 생성할 검색 엔진은 무엇인가요?	Какие поисковые системы индексировать автоматически?	Hangi arama motorları otomatik olarak indeksleyecek?	Welche Suchmaschinen sollen automatisch indexiert werden?										
